_unit_id,name,gender,gender:confidence,label_conflict,is_human,decision_tree_prob_human,decision_tree_prediction,knn_prob_human,knn_prediction,naive_bayes_prob_human,naive_bayes_prediction,mlp_prob_human,mlp_prediction,mean_prob_human,votes_for_human,consensus_prediction,models_disagreeing_with_recorded_label,disagreement_confidence
815727296,Eddki885Mohamm,male,0.6837,0,1.0,0.0,non-human,0.0,non-human,1.5707364817770217e-74,non-human,0.01998929375596449,non-human,0.004997323438991123,0,non-human,4.0,0.9950026765610088
815727133,Tawa8_12,brand,0.6341,0,0.0,0.9790897908979089,human,1.0,human,1.0,human,0.9988854979893383,human,0.9944938222218118,4,human,4.0,0.9944938222218118
815734124,RobProvince,brand,0.352,0,0.0,0.9790897908979089,human,1.0,human,1.0,human,0.9985263579828387,human,0.994404037220187,4,human,4.0,0.994404037220187
815737303,TheOnlyAhmed,brand,0.6751,0,0.0,0.9790897908979089,human,1.0,human,1.0,human,0.9979742221140533,human,0.9942660032529906,4,human,4.0,0.9942660032529906
815728023,lowkeylwt_,brand,0.3595,0,0.0,0.9790897908979089,human,1.0,human,1.0,human,0.9977163381443845,human,0.9942015322605734,4,human,4.0,0.9942015322605734
815731688,MBieber_Smith,brand,0.6627,0,0.0,0.9790897908979089,human,1.0,human,1.0,human,0.9977011234880264,human,0.9941977285964838,4,human,4.0,0.9941977285964838
815736962,goatsworthy,brand,0.3571,0,0.0,0.9790897908979089,human,1.0,human,0.9999985799100692,human,0.9975670877161115,human,0.9941638646310224,4,human,4.0,0.9941638646310224
815720588,tomlinsgomez,brand,0.6508,0,0.0,0.9790897908979089,human,1.0,human,1.0,human,0.9974045979735628,human,0.9941235972178679,4,human,4.0,0.9941235972178679
815732415,viria13,brand,0.6543,0,0.0,0.9790897908979089,human,1.0,human,0.9998945943309602,human,0.9974825654064976,human,0.9941167376588418,4,human,4.0,0.9941167376588418
815720278,GermanWizard11,brand,0.6789,1,0.0,0.9790897908979089,human,1.0,human,1.0,human,0.9972801541359917,human,0.9940924862584752,4,human,4.0,0.9940924862584752
815722730,naegisnaegi,brand,0.6618,0,0.0,0.9790897908979089,human,1.0,human,0.9993090715147263,human,0.9976730389345315,human,0.9940179753367917,4,human,4.0,0.9940179753367917
815734068,Sunglare,brand,0.6723,0,0.0,0.9790897908979089,human,1.0,human,1.0,human,0.9969450511473053,human,0.9940087105113036,4,human,4.0,0.9940087105113036
815738632,irishgoespop,brand,0.6688,0,0.0,0.9790897908979089,human,1.0,human,1.0,human,0.9961550013791004,human,0.9938111980692523,4,human,4.0,0.9938111980692523
815720739,Noodles105,brand,0.6755,0,0.0,0.9790897908979089,human,1.0,human,0.9999999629336436,human,0.9961251339658577,human,0.9938037219493526,4,human,4.0,0.9938037219493526
815725796,27349stwd,female,0.3357,0,1.0,0.0,non-human,0.0,non-human,1.019331225580833e-73,non-human,0.024903479320140542,non-human,0.0062258698300351354,0,non-human,4.0,0.9937741301699649
815719699,inimba,brand,0.6404,0,0.0,0.9790897908979089,human,1.0,human,0.9999809613405327,human,0.9957917286747406,human,0.9937156202282956,4,human,4.0,0.9937156202282956
815728354,07199jcsc,female,0.3444,0,1.0,0.0,non-human,0.0,non-human,1.157499893648031e-73,non-human,0.025398773537245883,non-human,0.006349693384311471,0,non-human,4.0,0.9936503066156885
815730820,destiny_weaver,brand,0.3456,0,0.0,0.9790897908979089,human,1.0,human,1.0,human,0.9954551282837544,human,0.9936362297954159,4,human,4.0,0.9936362297954159
815723324,LukeIsASequin,brand,0.6543,1,0.0,0.9790897908979089,human,1.0,human,1.0,human,0.9952522542478051,human,0.9935855112864285,4,human,4.0,0.9935855112864285
815729075,04768lktc,male,0.3494,0,1.0,0.0,non-human,0.0,non-human,1.312269713208639e-73,non-human,0.025968653207022813,non-human,0.006492163301755703,0,non-human,4.0,0.9935078366982443
815719693,TreJinkins,brand,0.6508,0,0.0,0.9790897908979089,human,1.0,human,1.0,human,0.9949035720869053,human,0.9934983407462036,4,human,4.0,0.9934983407462036
815723206,ChayseFox,brand,0.6577,0,0.0,0.9790897908979089,human,1.0,human,0.9999987635095564,human,0.9944302636359822,human,0.993379704510862,4,human,4.0,0.993379704510862
815738412,iAxX23,brand,0.6504,0,0.0,0.9790897908979089,human,1.0,human,0.9996886765748834,human,0.9940468036793942,human,0.9932063177880466,4,human,4.0,0.9932063177880466
815738619,elizasoberano11,female,0.356,0,1.0,0.0,non-human,0.0,non-human,4.523721438533035e-73,non-human,0.027323940163443517,non-human,0.006830985040860879,0,non-human,4.0,0.9931690149591391
815729321,nobrightside,brand,0.6566,0,0.0,0.9790897908979089,human,1.0,human,0.9998497729557413,human,0.9936546619831176,human,0.993148556459192,4,human,4.0,0.993148556459192
815730678,SHERWlND,brand,0.6385,0,0.0,0.9790897908979089,human,1.0,human,0.9999999933587738,human,0.9934676951481708,human,0.9931393698512134,4,human,4.0,0.9931393698512134
815731398,hesft1975,brand,0.3462,0,0.0,0.9790897908979089,human,1.0,human,0.9999980210056918,human,0.9931446963652838,human,0.9930581270672212,4,human,4.0,0.9930581270672212
815731135,xKrki,brand,0.6759,0,0.0,0.9790897908979089,human,1.0,human,0.9999802184189969,human,0.9931049611086855,human,0.9930437426063978,4,human,4.0,0.9930437426063978
815733174,daddy_unchained,brand,0.3303,0,0.0,0.9790897908979089,human,1.0,human,0.99957229457548,human,0.9935089396864225,human,0.9930427562899529,4,human,4.0,0.9930427562899529
815724761,sthrob77,brand,0.6727,0,0.0,0.9790897908979089,human,1.0,human,1.0,human,0.9926027846721037,human,0.9929231438925032,4,human,4.0,0.9929231438925032
815723056,byediva,brand,0.6602,0,0.0,0.9790897908979089,human,1.0,human,0.9999255542455708,human,0.9924231077809722,human,0.992859613231113,4,human,4.0,0.992859613231113
815726441,dcgblog,female,0.6889,0,1.0,0.0,non-human,0.0,non-human,9.469589648458924e-70,non-human,0.02862667476861866,non-human,0.007156668692154665,0,non-human,4.0,0.9928433313078453
815733698,takua343,brand,0.6631,0,0.0,0.9790897908979089,human,1.0,human,0.9995783650093981,human,0.9923859158981823,human,0.9927635179513724,4,human,4.0,0.9927635179513724
815719581,IgniteMeRiRi,brand,0.6634,0,0.0,0.9790897908979089,human,1.0,human,1.0,human,0.9916466936492652,human,0.9926841211367936,4,human,4.0,0.9926841211367936
815720206,SharmarkeAhmed4,brand,1.0,0,0.0,0.9790897908979089,human,1.0,human,0.9999432017303442,human,0.9916433380991284,human,0.9926690826818455,4,human,4.0,0.9926690826818455
815736240,owldom,brand,0.6556,0,0.0,0.9790897908979089,human,1.0,human,0.9992965283802056,human,0.9922713149774463,human,0.9926644085638903,4,human,4.0,0.9926644085638903
815734194,zelimpa,brand,0.3507,0,0.0,0.9790897908979089,human,1.0,human,1.0,human,0.9913552041408915,human,0.9926112487597001,4,human,4.0,0.9926112487597001
815735742,lukeslouis,brand,0.6937,0,0.0,0.9790897908979089,human,1.0,human,0.9999995363791863,human,0.9912318110757019,human,0.9925802845881992,4,human,4.0,0.9925802845881992
815737393,froleyfilm,brand,0.6495,0,0.0,0.9790897908979089,human,1.0,human,0.9999999999999929,human,0.9906785357177729,human,0.9924420816539187,4,human,4.0,0.9924420816539187
815734350,pumpkin_horse,brand,0.6502,0,0.0,0.9790897908979089,human,1.0,human,0.9999264061143659,human,0.9905413187821517,human,0.9923893789486067,4,human,4.0,0.9923893789486067
815735889,Ovalegal,brand,0.6715,0,0.0,0.9790897908979089,human,1.0,human,0.9979602954390951,human,0.9922824503381454,human,0.9923331341687874,4,human,4.0,0.9923331341687874
815720053,ChelseaWrenArt,brand,0.6691,0,0.0,0.9790897908979089,human,1.0,human,0.9999705405370539,human,0.9901953713993358,human,0.9923139257085747,4,human,4.0,0.9923139257085747
815728680,DrHotelMario,brand,0.6362,0,0.0,0.9790897908979089,human,1.0,human,0.9999951054316214,human,0.9885403532479828,human,0.9919063123943783,4,human,4.0,0.9919063123943783
815722828,JKE_G,brand,0.6769,0,0.0,0.9790897908979089,human,1.0,human,0.9978256903860943,human,0.9896326306084007,human,0.991637027973101,4,human,4.0,0.991637027973101
815738862,Unite24Lq,female,0.647,0,1.0,0.0,non-human,0.0,non-human,1.3279089600522484e-72,non-human,0.034294552609254604,non-human,0.008573638152313651,0,non-human,4.0,0.9914263618476864
815733245,RhinosKiss,brand,0.6617,0,0.0,0.9790897908979089,human,1.0,human,0.9976128773476135,human,0.9888919705361756,human,0.9913986596954245,4,human,4.0,0.9913986596954245
815727430,aceIucy,brand,0.6589,0,0.0,0.9790897908979089,human,1.0,human,0.9999222420936713,human,0.9862110793938444,human,0.9913057780963561,4,human,4.0,0.9913057780963561
815736412,armadillomon,brand,1.0,0,0.0,0.9790897908979089,human,1.0,human,1.0,human,0.9854366775501339,human,0.9911316171120107,4,human,4.0,0.9911316171120107
815732190,joXn,brand,0.3547,0,0.0,0.9790897908979089,human,1.0,human,0.9992796963545082,human,0.9860663516877496,human,0.9911089597350418,4,human,4.0,0.9911089597350418
815737960,CoolTrainrJulio,brand,0.6562,0,0.0,0.9708994708994709,human,1.0,human,1.0,human,0.9931380214350622,human,0.9910093730836332,4,human,4.0,0.9910093730836332
815722186,CWert41,brand,0.6944,0,0.0,0.9790897908979089,human,1.0,human,0.9999996587708586,human,0.9839957947992014,human,0.9907713111169922,4,human,4.0,0.9907713111169922
815735767,catholic_nun,brand,0.6681,0,0.0,0.9790897908979089,human,1.0,human,0.999995570404275,human,0.9838677181359009,human,0.9907382698595213,4,human,4.0,0.9907382698595213
815724819,Barokoru,brand,0.6879,0,0.0,0.9790897908979089,human,1.0,human,0.9987873824806076,human,0.9849056650637171,human,0.9906957096105584,4,human,4.0,0.9906957096105584
815734524,McJerkyface,brand,0.6754,0,0.0,0.9790897908979089,human,1.0,human,0.9933917993987894,human,0.9902702125714729,human,0.9906879507170427,4,human,4.0,0.9906879507170427
815732012,kenziesachen,brand,0.3361,0,0.0,0.9790897908979089,human,1.0,human,0.9999982888021893,human,0.9833572999538558,human,0.9906113449134886,4,human,4.0,0.9906113449134886
815723593,spazil,brand,0.6707,0,0.0,0.9790897908979089,human,1.0,human,0.9998819784878052,human,0.9828902221671378,human,0.990465497888213,4,human,4.0,0.990465497888213
815730816,lynhamlett1,brand,0.3403,0,0.0,0.9790897908979089,human,1.0,human,0.9999999999981455,human,0.9826437977282969,human,0.9904333971560879,4,human,4.0,0.9904333971560879
815733156,lisalisa2123,female,0.6732,0,1.0,0.0,non-human,0.0,non-human,4.3037229919661044e-72,non-human,0.03900939874725978,non-human,0.009752349686814946,0,non-human,4.0,0.9902476503131851
815733013,kaneki_txt,brand,0.669,0,0.0,0.9790897908979089,human,1.0,human,1.0,human,0.9811591106047579,human,0.9900622253756668,4,human,4.0,0.9900622253756668
815729580,LawrencePatte20,brand,0.3519,0,0.0,0.9790897908979089,human,1.0,human,0.9876773259525415,human,0.9925647924178873,human,0.9898329773170844,4,human,4.0,0.9898329773170844
815733966,mywaitisu,brand,0.3449,0,0.0,0.9790897908979089,human,1.0,human,0.9997714730510633,human,0.9796218802960692,human,0.9896207860612604,4,human,4.0,0.9896207860612604
815727388,mojo_YOjo,brand,0.6368,0,0.0,0.9790897908979089,human,1.0,human,0.9983112527450694,human,0.9796545574525805,human,0.9892639002738898,4,human,4.0,0.9892639002738898
815725233,WhatMaffTweets,brand,0.3417,0,0.0,0.9790897908979089,human,1.0,human,0.9986171062797977,human,0.9790286305919131,human,0.989183881942405,4,human,4.0,0.989183881942405
815734996,soukatsu_,brand,0.3392,0,0.0,0.9790897908979089,human,1.0,human,0.9998998287019594,human,0.9775267499398317,human,0.9891290923849251,4,human,4.0,0.9891290923849251
815733504,WhatsGrammar,brand,0.6777,0,0.0,0.9790897908979089,human,1.0,human,0.9980307638101545,human,0.9792442925086954,human,0.9890912118041898,4,human,4.0,0.9890912118041898
815732878,GMcCorrister,brand,0.6471,0,0.0,0.9708994708994709,human,1.0,human,0.9998661282956959,human,0.9855955007399002,human,0.9890902749837668,4,human,4.0,0.9890902749837668
815730167,twinkhedgehog,brand,0.6506,0,0.0,0.9790897908979089,human,1.0,human,0.9998662589578976,human,0.9771520754087709,human,0.9890270313161444,4,human,4.0,0.9890270313161444
815722078,pseudojustin,brand,0.6682,0,0.0,0.9790897908979089,human,1.0,human,0.9976674711956105,human,0.978602938751806,human,0.9888400502113314,4,human,4.0,0.9888400502113314
815730825,iWant_Gaga,brand,0.6923,0,0.0,0.9708994708994709,human,1.0,human,1.0,human,0.9841421403760091,human,0.9887604028188699,4,human,4.0,0.9887604028188699
815723711,niceindieman,male,0.6795,0,1.0,0.0,non-human,0.0,non-human,1.0340928631533499e-70,non-human,0.04540987741180438,non-human,0.011352469352951094,0,non-human,4.0,0.9886475306470489
815729176,rasputinmethod,brand,0.6774,0,0.0,0.9790897908979089,human,1.0,human,0.9999754042797394,human,0.9754698405298722,human,0.9886337589268802,4,human,4.0,0.9886337589268802
815725166,lrhstereo,brand,0.6787,0,0.0,0.9790897908979089,human,1.0,human,0.9984343617368932,human,0.9763882242516445,human,0.9884780942216117,4,human,4.0,0.9884780942216117
815737289,animeneesan,brand,0.6726,0,0.0,0.9790897908979089,human,1.0,human,0.9999929411415267,human,0.9744600025252376,human,0.9883856836411683,4,human,4.0,0.9883856836411683
815733298,BardockIRL,brand,0.6678,0,0.0,0.9790897908979089,human,1.0,human,0.999985545823018,human,0.9730400940699063,human,0.9880288576977083,4,human,4.0,0.9880288576977083
815732920,StripedGypsum,brand,0.6742,0,0.0,0.9790897908979089,human,1.0,human,0.998999017871088,human,0.9718065733559558,human,0.9874738455312382,4,human,4.0,0.9874738455312382
815719863,microdile,brand,0.3494,0,0.0,0.9790897908979089,human,1.0,human,0.9995239424983217,human,0.9711621646546421,human,0.9874439745127181,4,human,4.0,0.9874439745127181
815720041,dazM33,brand,0.6678,0,0.0,0.9708994708994709,human,1.0,human,1.0,human,0.9782544196881636,human,0.9872884726469086,4,human,4.0,0.9872884726469086
815724853,01808gnlb,female,0.3374,0,1.0,0.0,non-human,0.0,non-human,1.4041936828084053e-72,non-human,0.050999527153941175,non-human,0.012749881788485294,0,non-human,4.0,0.9872501182115148
815729597,CrimsonLCC,brand,0.658,0,0.0,0.9790897908979089,human,1.0,human,0.9999994665091594,human,0.9692218301521284,human,0.9870777718897992,4,human,4.0,0.9870777718897992
815737554,przemusiowa,brand,0.6461,0,0.0,0.9790897908979089,human,1.0,human,0.9942903500569907,human,0.9738462224278052,human,0.9868065908456762,4,human,4.0,0.9868065908456762
815728295,superwomanchick,brand,0.6658,0,0.0,0.9790897908979089,human,1.0,human,0.9963582877083471,human,0.9701279168323538,human,0.9863939988596525,4,human,4.0,0.9863939988596525
815735694,SWTvictim,brand,0.6597,0,0.0,0.9790897908979089,human,1.0,human,0.9997646685029504,human,0.9650179948510001,human,0.985968113562965,4,human,4.0,0.985968113562965
815738500,conandoyle5,male,0.6365,0,1.0,0.0,non-human,0.0,non-human,2.2810041637982703e-70,non-human,0.05768931419777651,non-human,0.014422328549444127,0,non-human,4.0,0.9855776714505559
815723028,inthebarberry,brand,0.6526,0,0.0,0.9790897908979089,human,1.0,human,0.9784592324807483,human,0.9840074985780369,human,0.9853891304891735,4,human,4.0,0.9853891304891735
815739429,LOSGIDDY,brand,0.3489,0,0.0,0.9708994708994709,human,1.0,human,0.9934057094164443,human,0.9746072130625256,human,0.9847280983446103,4,human,4.0,0.9847280983446103
815739580,BabiesGunsJesus,brand,0.6354,0,0.0,0.9708994708994709,human,1.0,human,0.9965412871661392,human,0.9714202648544129,human,0.9847152557300057,4,human,4.0,0.9847152557300057
815735555,cocococcooonan,male,0.3467,0,1.0,0.0,non-human,0.0,non-human,4.867937322261522e-71,non-human,0.06183656845822745,non-human,0.015459142114556863,0,non-human,4.0,0.9845408578854431
815733854,kolaaakatsuo,male,0.3709,0,1.0,0.0,non-human,0.0,non-human,4.809251010453058e-71,non-human,0.062155725818960075,non-human,0.015538931454740019,0,non-human,4.0,0.9844610685452599
815736095,funkboii,brand,0.6815,0,0.0,0.9790897908979089,human,1.0,human,0.9920203846784545,human,0.9665732505939217,human,0.9844208565425714,4,human,4.0,0.9844208565425714
815736330,Jazzzyone,brand,0.6558,0,0.0,0.9790897908979089,human,1.0,human,0.9978315958691875,human,0.95808198812947,human,0.9837508437241416,4,human,4.0,0.9837508437241416
815726719,Shutter_Lense,brand,0.3459,0,0.0,0.9790897908979089,human,1.0,human,0.9672487727559153,human,0.987868465238496,human,0.9835517572230801,4,human,4.0,0.9835517572230801
815737920,WiffleBall1,brand,1.0,0,0.0,0.9790897908979089,human,1.0,human,0.9999999999998259,human,0.9539362897978081,human,0.9832565201738858,4,human,4.0,0.9832565201738858
815729944,gemsglow,brand,0.656,0,0.0,0.9790897908979089,human,1.0,human,0.9999989790558412,human,0.9530407434043086,human,0.9830323783395147,4,human,4.0,0.9830323783395147
815724033,ssnaqi,brand,0.6656,0,0.0,0.9708994708994709,human,1.0,human,0.9999936744334665,human,0.9600139497248956,human,0.9827267737644583,4,human,4.0,0.9827267737644583
